Date,Persons,Males,Females,Persons rate (%),Males rate (%),Females rate (%)
14-Nov,775.6,422.6,353,6.3,6.3,6.3
14-Dec,753.7,399.5,354.3,6.1,6,6.2
15-Jan,787.4,429.8,357.6,6.4,6.4,6.3
15-Feb,765.3,414.1,351.2,6.2,6.2,6.1
15-Mar,760,409.3,350.7,6.1,6.1,6.1
15-Apr,761,412.1,348.8,6.1,6.1,6.1
15-May,739.9,399.1,340.8,5.9,5.9,5.9
15-Jun,749.7,403,346.7,6,6,6
15-Jul,788.3,405.6,382.7,6.3,6,6.6
15-Aug,762.9,413.5,349.4,6.1,6.1,6
15-Sep,775.3,417.3,358,6.2,6.2,6.2
15-Oct,745.5,401.2,344.3,5.9,5.9,5.9
15-Nov,738.9,387.8,351.1,5.8,5.7,6
15-Dec,724.5,379.9,344.6,5.7,5.6,5.9
16-Jan,765.9,414.2,351.8,6,6.1,6
16-Feb,719.9,379.2,340.8,5.7,5.6,5.8
16-Mar,715.5,382.4,333.1,5.7,5.6,5.7
16-Apr,714.7,376.9,337.7,5.6,5.6,5.7
16-May,724.9,383.9,341,5.7,5.7,5.8
16-Jun,722.7,366.4,356.3,5.7,5.4,6
16-Jul,725.3,374.6,350.7,5.7,5.5,5.9
16-Aug,711.6,379.2,332.4,5.6,5.6,5.6
16-Sep,717.1,379.4,337.7,5.7,5.6,5.7
16-Oct,709.5,376.8,332.8,5.6,5.6,5.6
16-Nov,733.5,385,348.4,5.8,5.7,5.9
16-Dec,743.7,397,346.6,5.8,5.8,5.8
17-Jan,725.4,376.6,348.9,5.7,5.5,5.8
17-Feb,752.1,396.7,355.4,5.9,5.8,6
17-Mar,749.7,386.5,363.2,5.8,5.7,6.1
17-Apr,720.6,364.8,355.8,5.6,5.3,5.9
17-May,714.8,373.4,341.4,5.6,5.4,5.7
17-Jun,727.1,379.3,347.8,5.6,5.5,5.7
17-Jul,727.7,383.2,344.5,5.6,5.6,5.7
17-Aug,719.4,379.6,339.8,5.5,5.5,5.6
17-Sep,712.1,373.5,338.6,5.5,5.4,5.5
17-Oct,704.8,365.5,339.4,5.4,5.3,5.5
17-Nov,713.2,374.9,338.3,5.5,5.4,5.5
17-Dec,735.9,395.5,340.4,5.6,5.7,5.5
18-Jan,727,379.1,347.9,5.5,5.4,5.6
18-Feb,734,385.2,348.8,5.6,5.5,5.6
18-Mar,728.4,383,345.4,5.5,5.5,5.6
18-Apr,730.7,388.7,342,5.5,5.6,5.5
18-May,716.3,377.6,338.7,5.4,5.4,5.5
18-Jun,707.2,385.7,321.4,5.3,5.5,5.2
18-Jul,701.8,374.5,327.3,5.3,5.3,5.3
18-Aug,697.2,365.9,331.3,5.2,5.2,5.3
18-Sep,665.6,340.4,325.2,5,4.8,5.2
18-Oct,665.9,351.3,314.6,5,5,5
18-Nov,680.5,363.7,316.8,5.1,5.1,5.1
18-Dec,667.2,351.4,315.8,5,5,5
19-Jan,675.7,346.5,329.1,5,4.9,5.2
19-Feb,668,353.8,314.2,5,5,5
19-Mar,683.6,362,321.6,5.1,5.1,5.1
19-Apr,703.1,371.2,331.9,5.2,5.2,5.2
19-May,702,372.3,329.7,5.2,5.2,5.2
19-Jun,711.7,370.8,340.9,5.3,5.2,5.4
19-Jul,717.3,375.2,342.1,5.3,5.2,5.4
19-Aug,716.3,383.1,333.2,5.3,5.3,5.2
19-Sep,710.9,386,324.9,5.2,5.4,5.1
19-Oct,721.8,389.6,332.1,5.3,5.4,5.2
19-Nov,701.1,373.9,327.2,5.2,5.2,5.1
19-Dec,683.2,374.4,308.9,5,5.2,4.8
20-Jan,715.6,377.9,337.7,5.2,5.3,5.2
20-Feb,696,376.8,319.2,5.1,5.3,4.9
20-Mar,708.4,375.7,332.6,5.2,5.2,5.1
20-Apr,829.2,457.9,371.3,6.3,6.5,6
20-May,906.4,483.9,422.5,7,7,7
20-Jun,986.9,519.1,467.8,7.4,7.4,7.5
20-Jul,"1,001.90",522.5,479.5,7.5,7.4,7.6
20-Aug,917,493.3,423.7,6.8,6.9,6.7
20-Sep,930.4,505.6,424.8,6.9,7.1,6.7
20-Oct,949.4,498.1,451.2,7,6.9,7
20-Nov,928.5,469.3,459.2,6.8,6.5,7.1
20-Dec,893.7,476.6,417.1,6.5,6.6,6.4
21-Jan,858.7,456.7,402,6.3,6.3,6.2
21-Feb,799.6,440.6,359,5.8,6.1,5.5
21-Mar,777.9,426.9,351,5.7,5.9,5.4
21-Apr,747.7,406.7,341,5.5,5.6,5.3
21-May,702.3,387.9,314.4,5.1,5.4,4.8
21-Jun,693.7,378.9,314.7,5,5.2,4.8
21-Jul,652,338.3,313.6,4.8,4.7,4.8
21-Aug,622.3,336.5,285.8,4.6,4.7,4.5
21-Sep,633,320.8,312.3,4.7,4.5,4.9
21-Oct,710.5,366.1,344.4,5.3,5.1,5.4
21-Nov,635.7,331.9,303.9,4.6,4.6,4.6
21-Dec,576.8,307.4,269.4,4.2,4.2,4.1
22-Jan,576.8,309.6,267.2,4.2,4.3,4
22-Feb,560.8,306,254.8,4,4.2,3.8
22-Mar,554,308.2,245.8,4,4.2,3.7
22-Apr,538.4,288.7,249.7,3.8,3.9,3.7
22-May,553,296.8,256.2,3.9,4,3.8
22-Jun,511.2,271.7,239.4,3.6,3.7,3.6
22-Jul,488,255.9,232.1,3.5,3.5,3.5
22-Aug,501.1,263.6,237.5,3.5,3.6,3.5
22-Sep,510.4,267,243.4,3.6,3.6,3.6
22-Oct,491,244.4,246.6,3.5,3.3,3.6
22-Nov,499.1,259.9,239.3,3.5,3.5,3.5
22-Dec,498.4,261.4,236.9,3.5,3.5,3.5
23-Jan,523.1,282.1,241,3.7,3.8,3.5
23-Feb,516.9,281,236,3.6,3.7,3.5
23-Mar,517.1,280.1,237,3.6,3.7,3.4
23-Apr,535.3,302.7,232.6,3.7,4,3.4
23-May,521.6,276.5,245.1,3.6,3.6,3.5
23-Jun,516,277.2,238.8,3.5,3.6,3.4
23-Jul,544.2,287.4,256.9,3.7,3.8,3.7
23-Aug,540.3,292.1,248.2,3.7,3.8,3.6
23-Sep,521.5,263.4,258,3.6,3.5,3.7
23-Oct,559.4,302.3,257.1,3.8,3.9,3.7
23-Nov,577.5,312.4,265.1,3.9,4,3.8
23-Dec,581.7,307.6,274.1,3.9,4,3.9
24-Jan,602.5,322.4,280.1,4.1,4.2,4
24-Feb,552.4,294,258.4,3.7,3.8,3.6
24-Mar,574.9,305.7,269.2,3.9,3.9,3.8
24-Apr,608.2,331.3,276.9,4.1,4.3,3.9
24-May,599.2,325.4,273.7,4,4.2,3.8
24-Jun,611,320.8,290.2,4.1,4.1,4.1
24-Jul,637.4,353.1,284.3,4.2,4.5,4
24-Aug,627,338.5,288.4,4.2,4.3,4
